job_zone,education,isco08,Name_de,Berufshauptgruppe,s10,s1,s4,s11,s22,s6,s19,s18,s3,s15,s2,s31,s32,s16,s25,s23,s30,s5,s7,s12,s13,s24,s35,s21,s28,s29,s33,s8,s9,s14,s17,s20,s26,s27,s34,a1,a6,a11,a4,a8,a20,a35,a42,a51,a52,a7,a29,a45,a47,a17,a26,a27,a48,a13,a16,a21,a23,a32,a37,a50,a2,a5,a3,a25,a38,a10,a15,a18,a30,a46,a9,a12,a14,a19,a22,a24,a31,a33,a34,a36,a39,a41,a43,a44,a28,a40,a49,fo_probability,fo_computerisation
1,3,7223,Werkzeugmaschineneinrichter und -bediener,7,47,47,38,41,16,56,25,22,50,22,50,60,3,25,44,63,35,50,44,31,25,19,50,19,13,19,56,41,44,41,25,25,25,13,38,50,31,50,47,60,56,38,50,25,22,63,25,19,53,28,38,44,60,50,44,44,25,53,35,28,50,53,25,41,22,56,38,50,60,22,28,53,56,50,28,69,56,41,50,19,31,66,3,35,53,25,41,0.65,na
1,3,4132,Datenerfasser,4,41,66,41,50,0,56,25,44,60,28,47,0,19,35,0,25,25,47,50,41,28,10,0,3,22,22,25,47,44,44,41,25,13,0,0,50,25,63,56,47,25,25,22,0,0,72,13,0,16,44,16,22,10,50,53,44,38,63,25,0,63,72,35,28,16,60,53,35,25,0,28,47,63,44,10,25,16,13,16,0,28,25,0,35,69,53,0,0.99,1
3,8,3251,Zahnmedizinische Assistenten und Dentalhygieniker,3,47,56,53,50,25,53,35,53,72,38,60,28,10,38,22,41,28,50,44,53,38,19,25,19,19,28,38,50,47,53,31,28,25,0,22,75,41,69,53,53,35,47,28,13,19,78,19,0,19,50,28,38,22,50,50,35,28,47,25,0,72,63,25,31,6,50,53,35,50,0,44,60,56,47,25,53,44,28,28,3,35,50,10,28,53,25,22,0.68,na
3,8,5329,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",5,47,56,53,50,25,53,35,53,72,38,60,28,10,38,22,41,28,50,44,53,38,19,25,19,19,28,38,50,47,53,31,28,25,0,22,75,41,69,53,53,35,47,28,13,19,78,19,0,19,50,28,38,22,50,50,35,28,47,25,0,72,63,25,31,6,50,53,35,50,0,44,60,56,47,25,53,44,28,28,3,35,50,10,28,53,25,22,0.27,na
4,9,2261,Zahnärzte,2,78,75,72,56,69,75,47,72,75,53,75,47,16,69,13,44,44,78,72,56,53,25,25,35,50,50,44,75,69,72,63,44,35,6,10,75,53,72,75,81,31,53,50,22,3,78,22,0,31,47,25,47,44,78,69,63,47,50,47,0,75,75,44,47,0,72,60,56,72,0,56,78,72,47,22,78,66,28,25,0,50,75,3,50,81,47,44,0.0036,na
5,1,8113,Tiefbohrer und verwandte Berufe,8,53,47,47,44,6,60,31,35,56,38,60,72,0,38,53,75,35,63,47,47,44,3,56,10,22,31,56,56,50,44,50,38,44,3,60,60,31,56,60,66,63,53,63,41,53,56,60,25,53,47,44,66,69,56,50,60,50,56,63,35,56,44,35,63,6,60,44,56,69,35,35,60,53,60,56,69,75,63,66,47,41,72,6,35,56,44,56,0.68,na
3,3,3355,Polizeikommissare und Kriminalbeamte,3,69,72,72,60,22,60,41,63,85,50,81,35,19,53,0,38,31,78,50,47,44,16,25,16,19,22,31,72,63,63,41,47,13,0,0,78,53,72,72,78,41,38,41,38,38,72,25,35,38,56,31,31,41,85,66,66,60,56,31,28,85,75,47,47,38,56,69,47,38,41,60,78,72,66,28,38,44,31,38,28,35,35,10,38,31,31,41,0.0044,na
3,6,3211,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,3,53,69,69,56,56,63,35,53,72,38,69,53,6,50,41,53,28,63,60,50,50,25,31,25,19,22,44,53,56,60,44,28,31,0,28,72,50,63,66,72,44,47,41,0,22,72,22,0,28,47,28,44,31,63,53,60,50,50,47,0,75,72,35,38,0,50,69,50,50,0,50,60,53,47,31,63,50,35,31,0,28,63,0,31,50,25,38,0.13,na
4,4,2265,Diätologen und Ernährungsberater,2,75,75,75,72,56,72,53,72,75,53,75,0,19,60,0,22,50,75,56,69,69,19,13,53,44,44,47,72,69,66,47,56,0,0,0,75,63,66,75,75,19,35,16,0,3,60,0,0,0,41,3,3,0,75,72,47,31,47,19,0,75,75,44,28,0,50,75,38,6,0,53,75,69,44,0,0,0,0,3,0,50,0,0,53,22,10,0,0.0039,na
5,3,9412,Hilfsköche und Küchengehilfen,9,38,25,41,25,0,41,25,31,44,25,44,44,0,25,28,44,25,41,47,25,25,3,25,3,19,22,41,28,44,25,25,25,25,0,25,47,25,47,41,41,50,28,28,25,41,50,25,25,38,25,28,50,28,25,41,25,25,28,25,25,47,25,25,25,13,47,25,28,66,25,28,25,47,41,41,53,50,41,47,25,25,47,3,25,53,19,25,0.77,1
1,3,4323,Bürokräfte in der Transportwirtschaft und verwandte Berufe,4,53,69,53,53,3,72,47,53,75,41,75,6,10,44,0,25,28,53,69,44,44,16,16,16,19,22,25,53,72,50,35,44,0,0,0,75,44,75,75,66,16,19,16,3,0,69,0,0,0,47,3,0,0,50,50,44,47,47,31,0,75,66,41,38,0,56,66,31,25,0,47,69,53,47,0,19,0,0,0,0,31,25,0,31,41,13,3,0.96,na
1,3,8342,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau und Baumaschinen",8,50,38,44,28,6,47,28,28,47,31,47,69,0,31,38,63,25,50,44,35,35,19,47,19,19,22,38,44,50,38,41,28,44,0,38,47,25,50,50,56,47,38,63,41,31,56,28,19,44,38,31,28,60,41,41,47,28,47,53,22,47,35,25,50,6,53,35,44,60,31,35,44,50,56,28,60,69,31,47,38,25,75,3,25,53,35,47,0.82,na
5,1,5211,Verkaufsstand- und Marktverkäufer,5,50,50,69,47,0,44,25,66,60,56,75,10,16,75,0,10,22,47,44,35,31,19,0,19,16,19,3,41,56,41,22,28,0,0,0,75,47,63,63,47,28,19,0,6,0,47,0,3,0,38,0,0,0,44,38,28,19,13,13,0,72,50,31,13,0,38,53,25,6,0,47,47,50,35,0,3,3,6,10,0,25,3,0,28,16,13,0,0.94,na
5,1,5212,Strassenverkäufer von Lebensmitteln,5,50,50,69,47,0,44,25,66,60,56,75,10,16,75,0,10,22,47,44,35,31,19,0,19,16,19,3,41,56,41,22,28,0,0,0,75,47,63,63,47,28,19,0,6,0,47,0,3,0,38,0,0,0,44,38,28,19,13,13,0,72,50,31,13,0,38,53,25,6,0,47,47,50,35,0,3,3,6,10,0,25,3,0,28,16,13,0,0.86,na
5,1,5243,Haustürverkäufer,5,50,50,69,47,0,44,25,66,60,56,75,10,16,75,0,10,22,47,44,35,31,19,0,19,16,19,3,41,56,41,22,28,0,0,0,75,47,63,63,47,28,19,0,6,0,47,0,3,0,38,0,0,0,44,38,28,19,13,13,0,72,50,31,13,0,38,53,25,6,0,47,47,50,35,0,3,3,6,10,0,25,3,0,28,16,13,0,0.94,na
5,1,9520,Strassenverkäufer (ohne Lebensmittel),9,50,50,69,47,0,44,25,66,60,56,75,10,16,75,0,10,22,47,44,35,31,19,0,19,16,19,3,41,56,41,22,28,0,0,0,75,47,63,63,47,28,19,0,6,0,47,0,3,0,38,0,0,0,44,38,28,19,13,13,0,72,50,31,13,0,38,53,25,6,0,47,47,50,35,0,3,3,6,10,0,25,3,0,28,16,13,0,0.94,na
1,1,7123,"Gipser, Trockenbauer",7,47,44,38,28,3,47,25,25,44,19,47,38,0,25,22,38,31,50,47,28,25,19,25,22,16,19,38,41,47,28,25,25,35,19,16,56,31,50,41,50,66,38,44,31,28,66,63,19,31,38,47,66,44,47,44,41,28,50,25,19,53,47,25,28,31,53,35,56,66,22,38,50,53,50,47,66,53,53,56,25,28,53,13,35,56,25,25,0.62,na
2,6,1341,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung,1,72,75,72,69,13,75,53,72,75,66,75,13,13,60,0,19,47,75,69,72,66,16,22,22,53,53,25,72,75,63,69,53,0,0,0,75,56,72,72,72,28,25,19,0,0,63,19,0,0,47,22,22,0,72,53,47,44,41,25,0,75,75,50,31,13,53,78,35,22,0,60,75,69,53,19,25,16,22,22,0,44,10,0,47,25,16,0,0.015,na
4,12,1345,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens,1,78,81,81,78,19,75,60,72,85,66,85,3,19,60,0,19,53,81,72,72,81,19,16,31,60,53,47,75,75,72,75,72,3,0,0,85,69,78,81,78,28,25,22,0,0,72,16,0,0,50,19,16,6,78,72,53,47,44,22,0,85,81,47,31,16,50,81,44,3,0,66,81,72,53,19,13,19,22,22,0,47,0,0,53,19,19,13,0.0046,na
1,3,8212,Berufe der Montage von elektrischen und elektronischen Geräten,8,53,56,41,47,22,53,35,31,50,28,47,47,6,28,31,53,28,50,47,38,28,19,38,16,13,19,47,41,50,41,31,31,31,28,31,53,28,50,47,50,44,50,31,13,16,75,16,3,28,28,22,31,31,53,47,38,28,47,31,10,63,53,25,38,3,47,44,53,60,0,41,50,56,44,19,60,50,22,44,3,25,50,0,25,69,28,25,0.95,1
3,2,3118,Technische Zeichner,3,63,60,47,63,22,50,47,44,66,38,56,13,28,41,6,31,44,63,53,44,41,31,35,41,22,22,47,60,50,56,38,47,16,6,3,66,47,63,56,60,25,41,28,10,3,72,0,3,6,35,16,3,3,56,53,50,47,47,25,3,72,75,41,31,3,47,66,66,35,3,47,56,60,38,0,31,6,3,3,6,47,28,3,50,38,31,6,0.68,na
2,2,2151,Ingenieure im Bereich Elektrotechnik,2,56,75,50,78,50,63,56,44,72,44,72,10,28,47,25,47,60,75,50,50,50,31,44,53,35,31,50,72,56,72,50,56,28,0,25,75,56,66,56,75,19,44,25,3,0,69,0,0,0,47,13,10,3,75,72,50,28,53,28,3,75,78,44,28,0,53,78,53,28,3,56,75,72,50,0,25,0,0,0,0,60,28,0,63,28,16,0,0.1,0
1,3,7413,Elektroleitungsinstallateure und Wartungspersonal,7,53,50,44,38,19,56,53,41,60,25,47,56,6,41,50,56,25,53,50,38,44,22,60,22,13,16,53,53,53,50,47,47,41,50,53,50,38,50,50,75,53,50,50,47,22,75,53,19,50,44,35,53,53,63,50,53,38,50,44,25,66,47,28,44,16,50,41,53,66,28,44,69,66,60,47,75,75,53,53,41,25,69,19,25,66,25,53,0.003,na
3,8,7411,Bauelektriker und verwandte Berufe,7,56,53,47,50,25,53,50,50,60,31,60,50,0,50,50,53,50,60,50,50,50,28,75,44,35,35,56,53,53,56,47,47,50,56,63,60,47,50,50,75,60,66,50,28,31,75,50,25,25,47,38,63,47,72,56,56,44,50,41,25,69,60,47,47,31,53,50,60,56,25,50,72,69,56,47,66,50,44,44,31,50,53,6,50,69,44,41,0.15,na
3,8,3113,Elektrotechniker,3,60,56,47,53,44,69,53,31,53,25,53,63,38,25,53,75,47,66,50,47,47,28,72,31,19,25,66,56,50,53,44,53,53,53,69,53,50,50,50,69,41,60,41,28,19,72,22,16,41,50,22,28,50,69,53,53,53,63,53,25,60,56,44,53,16,53,56,53,63,22,50,69,69,63,25,69,50,22,38,22,50,75,0,50,69,28,38,0.81,na
2,2,2341,Lehrkräfte im Primarbereich,2,69,75,72,72,28,72,53,66,75,50,81,10,13,50,0,19,47,75,63,81,78,19,6,25,3,19,25,56,72,69,44,53,13,0,0,91,69,75,75,75,28,38,16,10,13,69,10,0,0,56,10,19,0,72,60,50,44,41,28,10,75,75,50,41,10,56,75,47,10,0,69,75,69,50,22,16,22,25,22,0,41,0,0,50,35,16,3,0.0044,na
2,2,2153,Ingenieure im Bereich Telekommunikationstechnik,2,69,75,47,63,50,60,69,47,69,44,72,47,44,47,47,50,63,75,44,50,50,50,50,56,25,44,53,75,50,53,44,60,47,16,44,75,60,56,53,72,19,47,22,0,0,75,3,0,19,44,6,19,19,75,63,53,50,50,41,0,75,75,44,22,0,47,72,60,47,0,63,75,75,44,0,50,16,6,13,0,56,38,0,69,50,25,16,0.025,na
3,6,5163,Bestatter und Einbalsamierer,5,50,50,53,53,41,50,28,53,69,35,72,28,6,31,13,44,25,53,53,41,28,22,25,25,25,25,31,47,50,50,44,28,16,0,13,60,35,60,56,66,50,50,38,25,16,75,25,25,25,35,22,31,25,53,44,44,25,35,28,25,66,50,25,28,13,47,50,53,53,25,44,56,56,47,25,60,47,25,47,25,25,50,0,25,50,25,25,0.37,na
2,2,2143,Umweltschutzingenieure,2,69,75,53,75,53,72,60,44,75,53,72,22,19,53,0,44,60,75,56,53,53,13,22,35,31,31,38,72,66,69,47,56,0,0,0,75,69,66,66,72,13,38,19,3,0,69,0,0,0,44,0,0,0,75,53,53,50,50,19,0,75,78,50,22,0,50,75,53,0,0,69,75,66,47,0,0,10,0,0,0,60,6,0,60,16,10,0,0.018,na
2,2,3119,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",3,56,72,50,53,60,60,50,44,72,47,60,47,28,47,35,50,50,72,53,47,50,25,44,44,28,35,53,53,50,69,50,47,38,0,35,72,50,53,69,72,31,47,44,25,25,69,25,25,25,47,25,25,31,75,66,50,44,50,31,25,72,75,44,31,10,53,53,47,47,28,50,75,72,50,25,50,44,28,31,25,50,50,0,50,50,25,25,0.0036,na
1,3,7316,"Schildermaler, Dekormaler, Graveure und Ätzer",7,47,53,44,31,3,53,25,31,50,25,50,50,16,28,41,53,25,50,44,31,31,28,41,22,22,22,50,41,38,35,28,25,31,0,28,56,41,53,53,53,41,44,38,16,0,72,28,13,41,28,25,31,38,50,50,44,25,47,31,13,60,50,28,25,13,56,41,53,56,13,50,50,50,44,25,69,47,28,31,13,25,69,0,25,56,25,28,0.92,na
3,6,3343,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung,3,53,75,56,69,10,53,44,69,75,50,72,6,22,47,0,19,44,56,56,47,47,19,0,13,22,25,28,47,60,53,35,41,3,0,3,75,50,75,72,56,13,22,6,0,0,72,0,0,0,47,6,3,0,50,53,50,41,53,22,0,75,75,44,31,6,50,75,31,22,0,50,53,60,47,0,19,16,0,10,0,41,16,0,47,41,28,6,0.86,na
2,2,2264,Physiotherapeuten,2,69,75,69,72,47,69,53,69,75,50,75,25,22,50,6,28,47,75,50,75,56,25,25,31,13,16,28,66,53,56,47,53,19,6,3,78,53,75,75,78,50,28,22,0,22,60,25,0,25,44,28,28,22,75,63,50,31,44,28,0,75,75,41,31,16,50,72,44,28,0,53,75,66,53,28,47,47,41,31,0,41,28,16,47,35,22,16,0.021,na
1,3,8141,Bediener von Maschinen zur Herstellung von Gummiwaren,8,47,50,47,44,19,60,31,25,50,19,53,69,6,25,41,69,28,50,44,31,28,19,50,25,16,19,50,47,44,41,28,28,35,22,44,53,28,50,50,60,53,47,50,22,35,60,25,6,69,38,41,47,69,50,53,44,35,69,50,19,53,53,25,56,19,53,41,53,60,13,28,53,56,56,38,66,53,53,53,22,28,56,19,31,56,41,50,0.37,na
1,3,8181,Bediener von Anlagen zur Glas- und Keramikherstellung,8,47,50,47,44,19,60,31,25,50,19,53,69,6,25,41,69,28,50,44,31,28,19,50,25,16,19,50,47,44,41,28,28,35,22,44,53,28,50,50,60,53,47,50,22,35,60,25,6,69,38,41,47,69,50,53,44,35,69,50,19,53,53,25,56,19,53,41,53,60,13,28,53,56,56,38,66,53,53,53,22,28,56,19,31,56,41,50,0.9,na
1,3,8121,Bediener von Anlagen in der Metallerzeugung und -umformung,8,53,47,44,41,22,53,35,31,47,19,50,60,13,35,41,63,38,53,47,31,31,22,50,19,19,19,53,50,50,41,31,35,41,28,44,47,31,50,50,60,56,50,47,22,35,60,35,19,60,38,41,47,66,47,47,53,35,50,35,22,50,47,25,50,25,50,28,50,66,25,25,50,53,50,41,53,66,50,53,19,38,69,13,28,50,41,47,0.83,na
1,3,8142,Bediener von Maschinen zur Herstellung von Kunststoffwaren,8,53,47,44,41,22,53,35,31,47,19,50,60,13,35,41,63,38,53,47,31,31,22,50,19,19,19,53,50,50,41,31,35,41,28,44,47,31,50,50,60,56,50,47,22,35,60,35,19,60,38,41,47,66,47,47,53,35,50,35,22,50,47,25,50,25,50,28,50,66,25,25,50,53,50,41,53,66,50,53,19,38,69,13,28,50,41,47,0.83,na
5,1,6210,Forstarbeitskräfte und verwandte Berufe,6,50,25,31,22,19,56,3,28,47,25,41,60,0,31,47,56,35,56,38,25,10,0,44,28,22,22,41,41,38,35,25,25,41,0,44,50,28,44,47,53,60,56,60,47,63,60,50,25,53,38,50,56,78,44,50,56,35,50,56,35,50,28,22,60,28,47,25,53,63,41,28,47,53,56,60,63,69,60,63,25,38,66,19,31,44,44,53,0.76,na
4,7,2132,"Agrar-, Forst- und Fischereiwissenschaftler und -berater",2,72,75,72,72,44,60,66,66,85,53,78,31,16,63,0,31,50,69,60,72,69,22,10,38,41,38,22,69,69,69,47,66,6,0,0,88,69,69,78,72,25,25,28,25,6,50,13,19,22,50,19,16,22,75,66,50,50,47,25,19,78,78,53,31,13,50,75,50,25,19,63,75,75,47,16,28,28,19,19,19,50,31,3,50,25,19,22,0.0075,na
5,1,9214,Hilfsarbeiter im Gartenbau,9,35,44,44,44,6,44,38,35,47,28,50,44,16,38,41,50,28,44,44,31,38,13,41,13,22,25,41,35,38,41,35,35,35,16,44,56,41,50,50,50,75,35,38,41,35,63,50,19,63,38,63,69,56,47,47,41,35,35,31,22,53,41,28,31,60,44,47,44,69,28,41,50,44,53,53,72,69,63,66,25,28,72,41,31,66,38,44,0.95,na
1,10,9216,Hilfsarbeiter in der Fischerei und Aquakultur,9,53,50,41,41,22,56,31,35,53,28,50,53,0,38,44,53,28,60,47,35,28,10,50,10,19,25,47,50,50,47,38,31,47,0,44,50,41,50,53,69,56,41,47,38,25,56,28,22,41,41,35,44,44,53,50,50,35,47,38,22,60,50,28,38,22,50,41,44,53,28,38,60,53,53,47,60,53,41,53,25,28,66,13,28,53,31,44,0.83,na
1,3,7119,"Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt",7,47,38,41,25,3,50,28,31,50,25,50,47,0,25,28,47,31,50,50,31,31,13,25,19,19,25,41,41,50,31,31,25,41,3,25,50,22,50,41,50,69,25,50,31,44,53,35,19,41,28,53,50,50,44,41,35,25,38,28,22,50,31,25,31,31,44,28,47,69,25,25,50,53,44,47,56,66,53,60,28,28,53,13,25,56,35,44,0.18,na
1,3,4415,Bürokräfte für Registratur und Dokumentation,4,44,69,50,50,0,50,28,50,53,35,50,22,13,31,0,13,25,50,50,25,28,13,6,22,13,25,25,41,44,44,28,28,3,0,0,66,47,50,50,50,28,25,22,0,16,75,25,0,0,35,16,25,0,50,75,50,31,63,13,0,72,75,38,13,0,50,63,28,41,0,44,50,78,41,25,41,28,25,28,0,28,22,0,25,47,25,0,0.97,1
2,2,1211,Führungskräfte im Bereich Finanzen,1,66,75,66,69,6,69,50,66,75,53,75,3,22,60,0,22,63,75,66,47,50,16,6,19,53,35,22,66,66,63,66,50,6,0,0,78,47,69,75,72,22,10,13,0,0,69,0,3,0,31,0,0,0,72,53,56,50,47,13,3,78,78,38,25,0,44,72,28,19,3,60,75,69,31,0,19,0,3,0,0,63,6,0,63,19,25,0,0.069,na
2,2,1346,Führungskräfte in der Erbringung von Finanz- und Versicherungsdienstleistungen,1,66,75,66,69,6,69,50,66,75,53,75,3,22,60,0,22,63,75,66,47,50,16,6,19,53,35,22,66,66,63,66,50,6,0,0,78,47,69,75,72,22,10,13,0,0,69,0,3,0,31,0,0,0,72,53,56,50,47,13,3,78,78,38,25,0,44,72,28,19,3,60,75,69,31,0,19,0,3,0,0,63,6,0,63,19,25,0,0.069,na
3,3,5411,Feuerwehrleute,5,66,53,60,47,25,63,47,66,63,41,63,56,13,47,47,56,41,72,53,50,47,19,41,10,19,28,47,56,66,63,35,47,47,10,31,69,41,63,66,78,63,53,53,56,47,66,50,35,47,44,63,60,63,66,53,63,53,60,47,38,72,60,47,60,53,53,50,56,63,41,47,69,63,69,53,69,66,66,69,41,41,66,28,41,50,38,50,0.0036,na
3,2,7544,Kammerjäger und andere Schädlingsbekämpfungsberufe,7,56,53,56,50,16,75,47,53,72,47,69,50,16,53,31,50,47,69,75,56,53,22,31,28,31,47,53,53,69,53,72,47,31,10,28,72,47,56,56,69,47,47,41,25,16,60,25,28,35,53,28,35,35,53,47,53,31,53,35,25,75,56,35,47,22,50,53,56,50,25,50,53,53,53,31,53,50,31,50,25,41,50,16,35,50,25,28,0.57,na
3,2,6222,Binnen- und Küstenfischer,6,56,63,60,53,31,66,50,41,60,50,66,50,13,50,38,60,47,69,63,60,56,22,44,13,44,44,53,56,69,50,63,50,38,3,31,69,41,63,63,72,47,44,47,38,10,63,28,22,41,47,38,44,41,60,60,50,44,50,38,25,72,53,38,38,35,44,53,50,50,28,50,60,60,60,41,53,47,41,44,28,41,50,16,41,44,38,41,0.83,na
3,2,6223,Hochseefischer,6,56,63,60,53,31,66,50,41,60,50,66,50,13,50,38,60,47,69,63,60,56,22,44,13,44,44,53,56,69,50,63,50,38,3,31,69,41,63,63,72,47,44,47,38,10,63,28,22,41,47,38,44,41,60,60,50,44,50,38,25,72,53,38,38,35,44,53,50,50,28,50,60,60,60,41,53,47,41,44,28,41,50,16,41,44,38,41,0.83,na
3,2,6224,Jäger und Fallensteller,6,56,63,60,53,31,66,50,41,60,50,66,50,13,50,38,60,47,69,63,60,56,22,44,13,44,44,53,56,69,50,63,50,38,3,31,69,41,63,63,72,47,44,47,38,10,63,28,22,41,47,38,44,41,60,60,50,44,50,38,25,72,53,38,38,35,44,53,50,50,28,50,60,60,60,41,53,47,41,44,28,41,50,16,41,44,38,41,0.77,na
3,8,3123,Poliere und Vorarbeiter,3,56,60,53,50,16,60,47,47,69,50,69,47,6,50,25,47,44,66,60,50,53,13,28,38,25,28,50,53,72,50,66,47,47,0,25,69,47,53,56,69,38,44,35,31,19,66,25,19,25,50,25,28,31,56,50,47,28,50,41,22,75,56,28,44,19,53,53,50,53,28,50,60,66,53,22,47,47,28,31,25,47,50,3,50,50,22,25,0.17,na
3,3,7127,"Klima-, Kälte, und Lüftungsanlagenbauer",7,69,66,53,50,19,75,56,50,66,50,69,50,22,50,47,60,47,69,69,50,53,22,53,38,47,47,66,53,69,56,72,53,44,19,47,75,44,69,69,69,47,44,47,22,19,72,25,25,31,44,25,28,44,72,53,56,47,53,50,38,75,75,47,50,10,56,53,53,50,25,50,72,69,56,25,50,47,25,31,25,50,50,0,47,50,28,28,0.003,na
3,3,7233,Landmaschinen- und Industriemaschinenmechaniker und -schlosser,7,69,66,53,50,19,75,56,50,66,50,69,50,22,50,47,60,47,69,69,50,53,22,53,38,47,47,66,53,69,56,72,53,44,19,47,75,44,69,69,69,47,44,47,22,19,72,25,25,31,44,25,28,44,72,53,56,47,53,50,38,75,75,47,50,10,56,53,53,50,25,50,72,69,56,25,50,47,25,31,25,50,50,0,47,50,28,28,0.003,na
3,3,7234,Fahrradmechaniker und verwandte Berufe,7,69,66,53,50,19,75,56,50,66,50,69,50,22,50,47,60,47,69,69,50,53,22,53,38,47,47,66,53,69,56,72,53,44,19,47,75,44,69,69,69,47,44,47,22,19,72,25,25,31,44,25,28,44,72,53,56,47,53,50,38,75,75,47,50,10,56,53,53,50,25,50,72,69,56,25,50,47,25,31,25,50,50,0,47,50,28,28,0.003,na
3,3,7311,"Uhrmacher, Uhrenarbeiter, Mikromechaniker",7,69,66,53,50,19,75,56,50,66,50,69,50,22,50,47,60,47,69,69,50,53,22,53,38,47,47,66,53,69,56,72,53,44,19,47,75,44,69,69,69,47,44,47,22,19,72,25,25,31,44,25,28,44,72,53,56,47,53,50,38,75,75,47,50,10,56,53,53,50,25,50,72,69,56,25,50,47,25,31,25,50,50,0,47,50,28,28,0.003,na
3,3,7312,Musikinstrumentenbauer und -stimmer,7,69,66,53,50,19,75,56,50,66,50,69,50,22,50,47,60,47,69,69,50,53,22,53,38,47,47,66,53,69,56,72,53,44,19,47,75,44,69,69,69,47,44,47,22,19,72,25,25,31,44,25,28,44,72,53,56,47,53,50,38,75,75,47,50,10,56,53,53,50,25,50,72,69,56,25,50,47,25,31,25,50,50,0,47,50,28,28,0.003,na
2,2,2433,Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie),2,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.075,na
2,2,2434,Technische Verkaufsfachkräfte in der Informations- und Kommunikationstechnologie,2,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.0041,na
2,2,3311,"Wertpapierhändler, -makler und Finanzmakler",3,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.016,na
2,2,3321,Versicherungsvertreter,3,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.075,na
2,2,3322,Verkaufsfachkräfte,3,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.075,na
2,2,3324,Handelsmakler,3,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.016,na
2,2,3334,Immobilienmakler und -verwalter,3,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.075,na
2,2,4221,Reiseverkehrsfachkräfte,4,72,66,72,66,0,75,53,53,75,66,75,16,13,69,0,19,50,66,72,56,56,13,3,25,47,47,31,66,72,63,75,53,0,0,0,75,47,75,72,63,19,19,19,3,0,66,0,0,3,41,6,0,6,69,63,44,35,41,22,0,75,69,41,25,3,44,63,44,13,0,63,69,66,47,0,10,0,6,0,0,50,13,0,53,28,10,0,0.075,na
1,3,5222,Verkaufsaufsichtskräfte in Handelsgeschäften,5,53,50,63,50,0,63,50,69,72,56,69,13,19,56,0,22,44,63,53,56,50,22,10,38,38,41,28,50,63,50,56,50,0,0,0,72,50,69,72,56,38,38,13,6,13,53,25,0,10,44,28,25,10,50,50,47,41,41,35,3,72,50,44,28,13,50,50,35,35,0,50,53,53,47,25,31,35,25,25,0,47,22,0,41,38,25,13,0.28,na
